iter	MAPE
197	0.04327541872
198	0.04321858182
199	0.04315737743
200	0.04310392525
201	0.04304568864
202	0.04299117779
203	0.04293831906
204	0.04287857223
205	0.04282060772
206	0.04277356807
207	0.04272558325
208	0.04266959145
209	0.04261350521
210	0.04255640219
211	0.04250689184
212	0.04246076685
213	0.04241063503
214	0.04236344184
215	0.04231289547
216	0.0422629754
217	0.04221204242
218	0.04216115417
219	0.04211275027
220	0.04206198616
221	0.04201637454
222	0.04197115139
223	0.0419255825
224	0.04188375203
225	0.04183566865
226	0.04179495742
227	0.04174459847
228	0.04169548735
229	0.04164996381
230	0.04160725111
231	0.04156775086
232	0.04152634261
233	0.04148592011
234	0.04144013811
235	0.0413976592
236	0.04135334086
237	0.04131196082
238	0.04126931859
239	0.04122971371
240	0.04118951994
241	0.04115379452
242	0.04111264636
243	0.04107400119
244	0.04103953453
245	0.04100194075
246	0.04095897138
247	0.04092155498
248	0.0408872615
249	0.04084935653
250	0.04080872815
251	0.04077422679
252	0.04074212443
253	0.04070597847
254	0.04067466126
255	0.04064309808
256	0.04061418378
257	0.04057968229
258	0.0405483828
259	0.0405165181
260	0.0404764175
261	0.04044513724
262	0.04040939618
263	0.04037753919
264	0.04034268918
265	0.04030746421
266	0.04027685347
267	0.04024837758
268	0.0402184674
269	0.04018562468
270	0.04015544272
271	0.04012423504
272	0.04009564996
273	0.04006706995
274	0.04003756456
275	0.03999809872
276	0.0399683708
277	0.0399410933
278	0.03991449151
279	0.0398821355
280	0.0398529912
281	0.03982576062
282	0.0397996402
283	0.03977346889
284	0.0397398282
285	0.03971538977
286	0.03968995436
287	0.03966461176
288	0.03963868047
289	0.03961339878
290	0.03958710415
291	0.03956330417
292	0.03953707917
293	0.03951172711
294	0.03948882868
295	0.03946324909
296	0.03943611498
297	0.0394107678
298	0.03939164968
299	0.0393661828
300	0.03934473849
301	0.03931916642
302	0.03929786658
303	0.03927155028
304	0.03924845394
305	0.03922712674
306	0.03920622417
307	0.03918397776
308	0.03916204882
309	0.03914305625
310	0.03911779394
311	0.03909817393
312	0.03907402725
313	0.03905030001
314	0.03902993828
315	0.03900301145
316	0.03897998161
317	0.03896378893
318	0.03893730741
319	0.0389156836
320	0.03889680117
321	0.03887360557
322	0.0388519958
323	0.03883002219
324	0.03880829856
325	0.03878615598
326	0.03876942463
327	0.03874785616
328	0.03873139186
329	0.03871072658
330	0.03869205929
331	0.03867574607
332	0.03865943393
333	0.03864216966
334	0.03862289685
335	0.03860333837
336	0.03858221693
337	0.03856557046
338	0.03855159978
339	0.03853459094
340	0.03851704569
341	0.03849685405
342	0.03847986086
343	0.03845897725
344	0.03844551759
345	0.03842530823
346	0.03840716538
347	0.03839240613
348	0.03837465115
349	0.03835994189
350	0.03834299232
351	0.03832948807
352	0.03831173644
353	0.03829591364
354	0.03828065594
355	0.03826792842
356	0.03825358618
357	0.03823591392
358	0.03822262163
359	0.03821090015
360	0.03819481659
361	0.03818369216
362	0.03816790903
363	0.03815478753
364	0.03813974164
365	0.03812719342
366	0.038114189
367	0.0381013565
368	0.03809134741
369	0.03808055729
370	0.03806234328
371	0.03804944511
372	0.03803943813
373	0.038021747
374	0.03800850336
375	0.03799809498
376	0.03798455789
377	0.03796929851
378	0.03795411609
379	0.03793932582
380	0.03792847652
381	0.0379128588
382	0.03789951116
383	0.03788946297
384	0.03787471461
385	0.0378634953
386	0.03785018088
387	0.0378359081
388	0.03781963051
389	0.03780508286
390	0.03779400185
391	0.03778338565
392	0.03776927121
393	0.03775746738
394	0.03774556779
395	0.0377340491
396	0.03772184032
397	0.0377112333
398	0.03769934989
399	0.03768978441
400	0.03767955117
401	0.03766775525
402	0.03765434469
403	0.03764422919
404	0.03763072474
405	0.03762006938
406	0.03760784215
407	0.03759861242
408	0.03758769864
409	0.0375738748
410	0.03756416131
411	0.03755393661
412	0.03753960628
413	0.03752875969
414	0.03751653029
415	0.03750847084
416	0.03749925064
417	0.0374909877
418	0.03748107393
419	0.03747257362
420	0.03746208527
421	0.03745175181
422	0.03744335641
423	0.03743247016
424	0.03742132301
425	0.03741383092
426	0.03740585412
427	0.03739286195
428	0.03738143758
429	0.03736935663
430	0.03736108225
431	0.03735084609
432	0.03734191743
433	0.03733357096
434	0.03732597833
435	0.03731512215
436	0.03730753825
437	0.03729933207
438	0.03729036209
439	0.03728299003
440	0.03727488748
441	0.03726707151
442	0.037255558
443	0.03724565299
444	0.03723946913
445	0.03723205786
446	0.03721974983
447	0.0372097519
448	0.03720364259
449	0.03719726496
450	0.03718816306
451	0.03718169095
452	0.03717621996
453	0.0371680486
454	0.03715712977
455	0.03714804027
456	0.03713910505
457	0.03712846136
458	0.03712315711
459	0.03711285923
460	0.03710449379
461	0.03709875006
462	0.0370896714
463	0.03708289427
464	0.03707652888
465	0.03707052655
466	0.0370625847
467	0.03705407118
468	0.037046499
469	0.03704018076
470	0.03703135052
471	0.03702476189
472	0.03701184365
473	0.03700618179
474	0.03699853738
475	0.03699308943
476	0.03698639036
477	0.0369760515
478	0.03696835405
479	0.03696261627
480	0.03695504714
481	0.03694600848
482	0.03693676054
483	0.03692940585
484	0.03692353245
485	0.03691770272
486	0.03690950131
487	0.0369016272
488	0.03689654598
489	0.03688857008
490	0.0368826208
491	0.03687801599
492	0.0368707429
493	0.03686277185
494	0.03685679922
495	0.03685196082
496	0.03684437384
497	0.03683976159
498	0.03683407728
499	0.0368277918
500	0.03682057355
501	0.0368115705
502	0.03680268198
503	0.03679703515
504	0.03678868162
505	0.03678130257
506	0.03677452039
507	0.03676436562
508	0.03675747745
509	0.03674823907
510	0.03674147694
511	0.03673483217
512	0.03672826923
513	0.03671933871
514	0.03671232209
515	0.0367079808
516	0.03670421093
517	0.03669870401
518	0.03668832796
519	0.03668211556
520	0.03667469756
521	0.03666949398
522	0.03666236973
523	0.03665502666
524	0.03664873691
525	0.03664231655
526	0.03663634859
527	0.03663002644
528	0.03662539182
529	0.03661929601
530	0.03661326042
531	0.03660680742
532	0.03660094362
533	0.03659637427
534	0.03659043597
535	0.03658351845
536	0.03657663075
537	0.03657195419
538	0.03656494671
539	0.03656142501
540	0.03655707072
541	0.03655263837
542	0.03654817756
543	0.03654312823
544	0.03653861929
545	0.0365326679
546	0.03652606115
547	0.03651970149
548	0.03651341574
549	0.03650973674
550	0.03650551756
551	0.03650151447
552	0.03649545386
553	0.03649145394
554	0.03648595715
555	0.03648038632
556	0.03647494355
557	0.03646611084
558	0.03646221246
559	0.03645820688
560	0.03645182537
561	0.03644702201
562	0.03644286932
563	0.0364382773
564	0.03643469596
565	0.0364313038
566	0.0364242014
567	0.03641860161
568	0.03641283069
569	0.03640621047
570	0.03639908212
571	0.03639239723
572	0.03638799015
573	0.03638126441
574	0.03637736287
575	0.03637289148
576	0.03636705501
577	0.0363606351
578	0.03635403512
579	0.03634924671
580	0.03634349445
581	0.03634044811
582	0.03633457416
583	0.03632886958
584	0.03632462632
585	0.03631993738
586	0.03631707338
587	0.03631150632
588	0.03630383017
589	0.03629867417
590	0.03629375786
591	0.03628937567
592	0.03628528616
593	0.03627869739
594	0.03627530374
595	0.03626952337
596	0.03626309679
597	0.03625804624
598	0.03625392291
599	0.03624879366
600	0.03624505037
601	0.03624185035
602	0.03623716664
603	0.03623371321
604	0.0362302239
605	0.03622606448
606	0.03622098402
607	0.03621564167
608	0.03621305862
609	0.03620874291
610	0.03620429346
611	0.03619784782
612	0.03619533051
613	0.03618923092
614	0.03618407801
615	0.03618097055
616	0.03617597368
617	0.03617189262
618	0.03616707193
619	0.03616208705
620	0.03615664503
621	0.03615182767
622	0.03614608209
623	0.03614336102
624	0.03613639633
625	0.03613346796
626	0.03613062745
627	0.03612530771
628	0.03612133486
629	0.0361179916
630	0.03611288425
631	0.03610912478
632	0.03610550672
633	0.03610035356
634	0.03609380052
635	0.03608959408
636	0.03608373243
637	0.03607836377
638	0.03607414597
639	0.03606880836
640	0.03606375486
641	0.03606086447
642	0.0360568964
643	0.03605176905
644	0.03604851559
645	0.03604611681
646	0.03604319028
647	0.03603997884
648	0.03603580127
649	0.03603166211
650	0.03602559494
651	0.03602232645
652	0.0360168902
653	0.03601376691
654	0.03601038827
655	0.03600776482
656	0.03600404606
657	0.03599841272
658	0.03599232202
659	0.03598876218
660	0.03598549457
661	0.03598352389
662	0.03597883397
663	0.03597667471
664	0.03597159813
665	0.03596647383
666	0.03596335122
667	0.03596144309
668	0.03595406415
669	0.03595065118
670	0.0359476843
671	0.03594486918
672	0.03593950788
673	0.03593566718
674	0.03592955372
675	0.0359249834
676	0.03592230392
677	0.03591776115
678	0.03591392476
679	0.03591016379
680	0.03590753377
681	0.03590383593
682	0.03590026452
683	0.03589808943
684	0.03589630978
685	0.03589085441
686	0.03588822654
687	0.03588380438
688	0.03588139
689	0.03587768812
690	0.03587427787
691	0.03587190746
692	0.03586882445
693	0.03586486684
694	0.03586017713
695	0.03585722837
696	0.03585304351
697	0.03584931557
698	0.03584547775
699	0.03584271477
700	0.03584088602
701	0.03583746135
702	0.03583543732
703	0.03583104155
704	0.03582833596
705	0.03582615677
706	0.03582229921
707	0.03581967269
708	0.03581667539
709	0.03581293716
710	0.03580997466
711	0.03580683842
712	0.03580387538
713	0.03579842106
714	0.03579333978
715	0.03579090592
716	0.03578804154
717	0.03578492777
718	0.03578283857
719	0.03577973278
720	0.03577704577
721	0.03577422067
722	0.03577092686
723	0.03576552783
724	0.03576058966
725	0.03575598952
726	0.03575197757
727	0.03574752178
728	0.03574546731
729	0.03574186062
730	0.03573951847
731	0.03573569656
732	0.03573282945
733	0.03573057783
734	0.03572804961
735	0.03572413574
736	0.035720732
737	0.03571778467
738	0.03571476855
739	0.03571276884
740	0.03571019113
741	0.03570777134
742	0.03570514125
743	0.03570240647
744	0.03569974339
745	0.03569845096
746	0.03569516207
747	0.0356897857
748	0.0356857971
749	0.03568258932
750	0.03568120248
751	0.03567822457
752	0.03567448354
753	0.03567279494
754	0.03567007506
755	0.03566855208
756	0.0356640746
757	0.03566110719
758	0.0356591893
759	0.03565760721
760	0.03565445642
761	0.03565285323
762	0.03564945311
763	0.0356474656
764	0.03564279229
765	0.03563983273
766	0.03563736937
767	0.03563230814
768	0.03562797188
769	0.03562605291
770	0.03562448428
771	0.03562029821
772	0.0356170597
773	0.03561511581
774	0.03561059355
775	0.03560781415
776	0.03560345917
777	0.03560039345
778	0.03559735159
779	0.03559471558
780	0.03559270042
781	0.03558887665
782	0.03558615946
783	0.03558302135
784	0.03558188179
785	0.03557816101
786	0.03557470252
787	0.03557187476
788	0.03556991677
789	0.03556846582
790	0.03556741376
791	0.03556285395
792	0.03556129691
793	0.03555762732
794	0.03555619657
795	0.03555290219
796	0.0355500654
797	0.03554733988
798	0.03554444735
799	0.03554207482
800	0.03553970206
801	0.03553399764
802	0.03553139098
803	0.03552959879
804	0.03552857236
805	0.03552606331
806	0.03552391031
807	0.0355206991
808	0.03551738096
809	0.03551390158
810	0.03551139519
811	0.03550884377
812	0.03550664921
813	0.03550334006
814	0.03549885939
815	0.03549498948
816	0.03549281984
817	0.03549116892
818	0.03548993921
819	0.03548778951
820	0.0354826173
821	0.03547935967
822	0.03547693839
823	0.03547448453
824	0.03547351037
825	0.03547194001
826	0.035466207
827	0.03546225831
828	0.03545768996
829	0.03545504863
830	0.03545129656
831	0.03544868379
832	0.03544485435
833	0.03544284192
834	0.03544121213
835	0.03543887661
836	0.03543599396
837	0.03543392385
838	0.0354316421
839	0.03542861165
840	0.03542601319
841	0.03542425349
842	0.03542043492
843	0.03541870532
844	0.03541513342
845	0.03541329766
846	0.03541123938
847	0.03540594778
848	0.03540359047
849	0.03540095668
850	0.03539800033
851	0.03539641942
852	0.03539328091
853	0.03538979803
854	0.03538842211
855	0.03538610111
856	0.03538408671
857	0.03538055741
858	0.03537923278
859	0.03537632463
860	0.03537514787
861	0.03537331706
862	0.03537013182
863	0.03536908528
864	0.03536656231
865	0.03536502851
866	0.03536310055
867	0.03536012852
868	0.0353572471
869	0.03535508226
870	0.0353542451
871	0.03535066091
872	0.03534809974
873	0.03534669798
874	0.0353428406
875	0.03533929908
876	0.03533663448
877	0.03533498311
878	0.03533235944
879	0.03532928823
880	0.03532747526
881	0.03532519496
882	0.03532203968
883	0.03531851595
884	0.03531669858
885	0.03531170835
886	0.03531032807
887	0.03530954548
888	0.03530529142
889	0.03530380617
890	0.03530090673
891	0.0352989473
892	0.03529717069
893	0.03529220804
894	0.03528784162
895	0.03528351791
896	0.03528182963
897	0.03527866826
898	0.03527477141
899	0.03527341389
900	0.03527144197
901	0.03526792688
902	0.03526654585
903	0.03526455887
904	0.03526311641
905	0.0352614155
906	0.03525759984
907	0.0352557589
908	0.03525385308
909	0.03525239692
910	0.03525058561
911	0.03524907421
912	0.03524624485
913	0.03524422368
914	0.03524225853
915	0.03523788946
916	0.03523636103
917	0.0352330802
918	0.03523132393
919	0.03522806787
920	0.03522518566
921	0.03522263387
922	0.03522047306
923	0.03521894462
924	0.03521513581
925	0.03521270186
926	0.03521080642
927	0.03520924026
928	0.03520837962
929	0.03520686405
930	0.03520379599
931	0.03520231548
932	0.03519863551
933	0.03519652519
934	0.0351945462
935	0.03519229716
936	0.03519004371
937	0.03518800646
938	0.03518550765
939	0.03518201155
940	0.03517968782
941	0.03517792348
942	0.03517679452
943	0.03517495808
944	0.03517411376
945	0.03517227566
946	0.03517107866
947	0.03516936993
948	0.03516531585
949	0.03516320737
950	0.03516044577
951	0.03515841239
952	0.03515560379
953	0.03515360895
954	0.03515135006
955	0.0351499983
956	0.03514849804
957	0.03514559393
958	0.03514366197
959	0.03514237853
960	0.03513947628
961	0.03513733155
962	0.03513506124
963	0.03513154657
964	0.03512826696
965	0.03512656263
966	0.03512354353
967	0.03512126152
968	0.03511833071
969	0.03511410496
970	0.03511210493
971	0.03510952355
972	0.03510729183
973	0.03510674996
974	0.03510468698
975	0.03510278039
976	0.0351010609
977	0.03509889696
978	0.03509592133
979	0.03509393318
980	0.03509318716
981	0.03509149883
982	0.03508882826
983	0.03508724866
984	0.03508192786
985	0.03508002719
986	0.03507946027
987	0.03507836618
988	0.03507484077
989	0.03507264552
990	0.03507149463
991	0.03506893935
992	0.03506603026
993	0.03506240365
994	0.03506032576
995	0.03505792492
996	0.0350556669
997	0.03505128293
998	0.03504990194
999	0.03504715793
